Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1598485,1598485,300,602.924,2.010,10.434,0,19.200,64,0.150,1,-10921639,2896.600,3038,2570,3179,14483,281.077,0.300,0.108,2.016
ID1598634,1598634,300,674.205,2.264,10.663,0,20.100,67,0.150,1,-10921639,3195.000,3059,2916,3848,15975,381.063,0.240,0.153,2.228
ID1598688,1598688,300,632.124,2.342,10.872,0,20.400,68,0.150,1,-10921639,3063.400,2878,2709,3737,15317,417.365,0.240,0.125,1.629
ID1598739,1598739,300,648.406,2.503,10.991,0,20.700,69,0.150,1,-10921639,2968.800,3224,2205,3263,14844,452.771,0.300,0.115,1.358
ID1598801,1598801,300,644.316,2.366,11.084,0,21.000,70,0.150,1,-10921639,2946.800,2927,2685,3282,14734,214.927,0.300,0.118,2.903
ID1599116,1599116,300,532.779,2.443,11.014,0,22.800,76,0.150,1,-10921639,2772.600,2656,2535,3330,13863,318.371,0.300,0.123,1.913
ID1599169,1599169,300,903.342,2.367,11.039,0,23.100,77,0.150,1,-10921639,3385.000,3359,2806,4171,16925,519.408,0.478,0.171,1.905
ID1597996,1597996,301,1210.577,13.674,10.817,0,16.500,55,0.150,1,-10921639,3655.800,3499,3329,4295,18279,406.976,0.300,0.192,2.889
ID1598059,1598059,301,1134.858,13.680,10.780,0,16.800,56,0.150,1,-10921639,3666.600,3552,3396,3978,18333,254.654,0.300,0.174,4.275
ID1598117,1598117,301,1005.720,13.663,10.809,0,17.100,57,0.150,1,-10921639,3513.000,3447,3078,4110,17565,376.114,0.477,0.173,2.758
ID1597997,1597997,302,1005.670,1.372,11.538,0,16.500,55,0.150,1,-10921639,3928.200,3992,3440,4613,19641,482.523,0.300,0.158,2.220
ID1598061,1598061,302,731.919,1.378,11.493,0,16.800,56,0.150,1,-10921639,3445.200,3409,3201,3858,17226,255.006,0.300,0.105,2.563
ID1598120,1598120,302,649.124,1.495,11.625,0,17.100,57,0.150,1,-10921639,3103.600,3111,2767,3430,15518,237.904,0.240,0.114,2.677
ID1598173,1598173,302,1176.253,1.393,11.645,0,17.400,58,0.150,1,-10921639,3539.000,3426,3204,3891,17695,309.659,0.476,0.182,3.518
ID1598104,1598104,303,1319.758,1.896,6.146,0,17.100,57,0.150,1,-10921639,4290.800,3916,3599,5579,21454,801.487,0.300,0.216,1.902
ID1598154,1598154,303,1614.449,1.860,6.187,0,17.400,58,0.150,1,-10921639,4399.600,4295,3413,5226,21998,791.153,0.477,0.227,2.056
ID1598268,1598268,303,1815.369,1.873,6.180,0,17.700,59,0.150,1,-10921639,4833.800,4978,4248,5445,24169,549.743,0.240,0.272,3.766
ID1598208,1598208,303,1425.535,1.894,6.152,0,18.000,60,0.150,1,-10921639,4164.400,4049,3884,4886,20822,415.642,0.240,0.209,3.458
ID1598097,1598097,304,846.844,7.353,3.726,0,17.100,57,0.150,1,-10921639,3411.000,3501,3084,3582,17055,196.621,0.240,0.135,4.119
ID1598144,1598144,304,728.153,7.504,3.824,0,17.400,58,0.150,1,-10921639,3213.200,3286,2757,3435,16066,263.377,0.477,0.077,1.749
ID1598260,1598260,304,650.947,7.301,3.924,0,17.700,59,0.150,1,-10921639,3099.400,3321,2224,3708,15497,584.049,0.300,0.101,0.976
ID1598102,1598102,305,753.138,8.869,5.838,0,17.100,57,0.150,1,-10921639,3358.400,3279,3105,3715,16792,230.534,0.475,0.123,3.196
ID1598153,1598153,305,608.920,8.798,5.830,0,17.400,58,0.150,1,-10921639,3614.200,3626,3028,4091,18071,387.180,0.240,0.108,1.817
ID1598266,1598266,305,891.755,8.779,5.815,0,17.700,59,0.150,1,-10921639,3546.400,3580,3061,4012,17732,340.852,0.240,0.150,2.712
ID1598203,1598203,305,806.722,8.641,5.674,0,18.000,60,0.150,1,-10921639,3716.600,3629,3043,4196,18583,477.373,0.476,0.126,1.737
ID1598312,1598312,305,782.831,8.840,5.829,0,18.300,61,0.150,1,-10921639,3264.600,3240,2850,3788,16323,364.693,0.300,0.094,1.541
ID1598362,1598362,305,731.598,8.683,5.851,0,18.600,62,0.150,1,-10921639,3251.000,3158,2993,3552,16255,266.548,0.240,0.126,2.724
ID1598419,1598419,305,947.481,8.767,5.814,0,18.900,63,0.150,1,-10921639,3361.400,3328,3247,3573,16807,136.288,0.240,0.147,6.337
ID1598471,1598471,305,777.974,8.728,5.772,0,19.200,64,0.150,1,-10921639,3551.200,3716,2773,4360,17756,628.598,0.478,0.131,1.306
ID1598522,1598522,305,1079.253,8.781,5.737,0,19.500,65,0.150,1,-10921639,3719.600,3767,2757,4205,18598,575.045,0.479,0.160,1.780
ID1598565,1598565,305,772.123,8.789,5.686,0,19.800,66,0.150,1,-10921639,3635.800,3427,3298,4257,18179,413.262,0.240,0.156,2.369
ID1598618,1598618,305,1001.365,8.666,5.624,0,20.100,67,0.150,1,-10921639,3786.000,3793,3121,4697,18930,585.408,0.240,0.160,1.780
ID1598666,1598666,305,763.128,8.610,5.656,0,20.400,68,0.150,1,-10921639,3282.200,3239,2840,3725,16411,341.120,0.300,0.147,2.468
ID1598718,1598718,305,739.386,8.744,5.650,0,20.700,69,0.150,1,-10921639,3270.400,3447,2601,3981,16352,574.629,0.480,0.130,1.310
ID1598778,1598778,305,704.696,8.748,5.584,0,21.000,70,0.150,1,-10921639,3496.600,3448,2818,4339,17483,666.214,0.476,0.147,1.342
ID1599096,1599096,305,869.836,8.454,5.629,0,22.800,76,0.150,1,-10921639,3461.800,3479,3032,3750,17309,275.531,0.475,0.140,3.081
ID1599151,1599151,305,1238.155,8.711,5.636,0,23.100,77,0.150,1,-10921639,3964.400,4070,3061,4460,19822,531.866,0.240,0.195,2.433
ID1598082,1598082,306,669.495,11.000,1.045,0,17.100,57,0.150,1,-10921639,3085.400,3078,3001,3221,15427,85.641,0.478,0.094,6.175
ID1598134,1598134,306,507.562,10.719,0.965,0,17.400,58,0.150,1,-10921639,2995.400,3015,2784,3191,14977,148.695,0.240,0.077,2.876
ID1598077,1598077,307,1171.883,1.255,0.225,0,17.100,57,0.150,1,-10921639,3885.200,3802,3080,4553,19426,553.302,0.240,0.140,1.727
ID1598130,1598130,307,688.855,1.291,0.152,0,17.400,58,0.150,1,-10921639,3517.000,3670,2670,4006,17585,529.735,0.475,0.066,0.827
ID1598452,1598452,307,679.036,1.310,0.487,0,19.200,64,0.150,1,-10921639,3299.000,3269,3188,3470,16495,116.364,0.450,0.113,5.765
ID1598502,1598502,307,784.823,1.276,0.481,0,19.500,65,0.150,1,-10921639,3539.600,3380,3196,4123,17698,372.802,0.240,0.130,2.187
ID1598128,1598128,308,546.380,17.851,20.696,0,17.100,57,0.150,1,-10921639,2865.400,2758,2671,3241,14327,238.320,0.473,0.115,2.484
ID1598179,1598179,308,739.007,17.818,20.693,0,17.400,58,0.150,1,-10921639,2929.200,2804,2362,3448,14646,461.372,0.300,0.148,1.635
ID1598289,1598289,308,588.508,17.731,20.672,0,17.700,59,0.150,1,-10921639,2799.200,2748,2029,3328,13996,507.244,0.478,0.111,1.103
ID1598240,1598240,308,550.229,17.718,20.671,0,18.000,60,0.150,1,-10921639,2677.000,2696,2337,2907,13385,221.913,0.300,0.093,2.058
ID1598394,1598394,308,629.014,17.708,20.757,0,18.600,62,0.150,1,-10921639,2925.000,2980,2709,3227,14625,218.768,0.240,0.138,3.238
ID1598447,1598447,308,554.887,17.696,20.709,0,18.900,63,0.150,1,-10921639,2861.200,2896,2419,3140,14306,277.721,0.240,0.121,2.220
ID1598546,1598546,308,710.916,17.795,20.702,0,19.500,65,0.150,1,-10921639,2893.000,2910,2475,3282,14465,286.395,0.240,0.128,2.290
ID1598596,1598596,308,528.776,17.770,20.769,0,19.800,66,0.150,1,-10921639,2675.600,2658,2478,2811,13378,132.020,0.240,0.101,3.707
ID1598646,1598646,308,615.191,17.670,20.758,0,20.100,67,0.150,1,-10921639,2979.000,2999,2803,3217,14895,170.311,0.240,0.135,4.154
ID1598863,1598863,308,585.596,17.806,20.766,0,21.300,71,0.150,1,-10921639,2973.000,2901,2766,3329,14865,213.795,0.240,0.109,2.732
ID1598912,1598912,308,509.030,17.762,20.717,0,21.600,72,0.150,1,-10921639,2757.400,2684,2536,3026,13787,208.578,0.300,0.090,2.172
ID1598962,1598962,308,967.318,17.789,20.779,0,21.900,73,0.150,1,-10921639,2841.000,2792,2496,3121,14205,250.961,0.300,0.141,2.797
ID1598121,1598121,309,573.561,5.951,12.150,0,17.100,57,0.150,1,-10921639,2697.200,2792,2192,3077,13486,339.998,0.476,0.085,1.248
ID1598174,1598174,309,570.959,6.120,12.291,0,17.400,58,0.150,1,-10921639,2854.000,2738,2596,3226,14270,283.489,0.300,0.120,2.156
ID1598281,1598281,309,649.012,6.120,12.141,0,17.700,59,0.150,1,-10921639,3217.400,3076,2914,3609,16087,311.781,0.240,0.140,2.536
ID1598226,1598226,309,518.256,6.136,12.296,0,18.000,60,0.150,1,-10921639,2893.600,2918,2370,3399,14468,376.471,0.476,0.094,1.322
ID1598122,1598122,310,558.219,2.926,13.357,0,17.100,57,0.150,1,-10921639,2649.600,2682,2006,2971,13248,390.770,0.300,0.045,0.584
ID1598175,1598175,310,570.181,2.933,13.361,0,17.400,58,0.150,1,-10921639,2646.000,2724,1947,2983,13230,418.650,0.300,0.084,0.984
ID1598113,1598113,311,652.843,6.357,9.134,0,17.100,57,0.150,1,-10921639,3043.000,3011,2724,3368,15215,301.840,0.240,0.144,2.545
ID1598165,1598165,311,553.798,6.382,9.151,0,17.400,58,0.150,1,-10921639,2928.600,2913,2602,3173,14643,232.769,0.240,0.116,2.607
ID1598221,1598221,311,529.281,6.333,9.137,0,18.000,60,0.150,1,-10921639,2825.400,2953,2300,3048,14127,300.607,0.480,0.069,1.217
ID1598322,1598322,311,524.858,6.350,9.139,0,18.300,61,0.150,1,-10921639,2783.200,2724,2147,3480,13916,491.134,0.300,0.098,1.013
ID1598118,1598118,312,646.624,0.192,11.150,0,17.100,57,0.150,1,-10921639,2879.800,3089,2394,3211,14399,360.373,0.476,0.057,0.863
ID1598172,1598172,312,564.887,0.181,11.365,0,17.400,58,0.150,1,-10921639,2880.800,2930,2510,3121,14404,231.237,0.240,0.103,2.332
ID1598278,1598278,312,546.786,0.230,11.572,0,17.700,59,0.150,1,-10921639,2997.600,2964,2526,3537,14988,359.874,0.240,0.141,2.057
ID1598164,1598164,313,553.577,6.558,8.380,0,17.400,58,0.150,1,-10921639,3230.000,3251,2588,3637,16150,414.884,0.240,0.151,2.048
ID1598273,1598273,313,799.800,6.500,8.564,0,17.700,59,0.150,1,-10921639,3189.600,3098,2885,3608,15948,287.203,0.479,0.136,2.652
ID1598681,1598681,313,582.118,6.553,8.390,0,20.400,68,0.150,1,-10921639,2942.000,2884,2647,3190,14710,214.258,0.454,0.103,2.574
ID1598732,1598732,313,867.663,6.455,8.574,0,20.700,69,0.150,1,-10921639,3559.600,3677,2900,4038,17798,473.872,0.240,0.165,2.130
ID1598792,1598792,313,598.770,6.313,8.672,0,21.000,70,0.150,1,-10921639,3204.600,3219,2822,3629,16023,300.976,0.480,0.096,1.860
ID1598167,1598167,314,679.080,16.218,9.579,0,17.400,58,0.150,1,-10921639,3136.400,3133,2575,3751,15682,417.213,0.478,0.100,1.366
ID1598274,1598274,314,585.225,16.404,9.773,0,17.700,59,0.150,1,-10921639,3104.400,3195,2289,3531,15522,484.806,0.240,0.109,1.257
ID1597956,1597956,315,954.777,20.631,0.342,0,16.500,55,0.150,1,-10921639,3622.800,3884,2732,4355,18114,702.967,0.475,0.154,1.372
ID1598017,1598017,315,745.790,20.644,0.478,0,16.800,56,0.150,1,-10921639,3511.800,3526,2820,4179,17559,490.857,0.474,0.127,1.614
ID1597958,1597958,316,668.854,17.978,1.008,0,16.500,55,0.150,1,-10921639,3551.400,3294,2958,4321,17757,604.837,0.478,0.158,1.601
ID1598020,1598020,316,512.863,18.075,1.080,0,16.800,56,0.150,1,-10921639,3061.000,3218,2356,3314,15305,397.359,0.450,0.059,0.863
ID1598265,1598265,317,777.122,18.326,5.225,0,17.700,59,0.150,1,-10921639,3457.800,3416,3237,3820,17289,225.194,0.300,0.118,3.236
ID1598202,1598202,317,1109.181,18.308,5.302,0,18.000,60,0.150,1,-10921639,3614.400,3635,3291,4130,18072,333.669,0.240,0.148,2.786
ID1598310,1598310,317,758.742,18.292,5.314,0,18.300,61,0.150,1,-10921639,3857.400,3877,3442,4244,19287,348.171,0.240,0.174,3.285
ID1598356,1598356,317,1116.218,18.318,5.227,0,18.600,62,0.150,1,-10921639,3556.800,3637,3180,3694,17784,213.262,0.240,0.160,4.608
ID1598416,1598416,317,732.887,18.295,5.238,0,18.900,63,0.150,1,-10921639,3308.200,3228,2693,3815,16541,445.885,0.240,0.138,1.795
ID1598469,1598469,317,672.017,18.327,5.286,0,19.200,64,0.150,1,-10921639,3290.000,3215,2799,3843,16450,416.089,0.470,0.125,1.758
ID1598519,1598519,317,967.758,18.289,5.237,0,19.500,65,0.150,1,-10921639,3424.800,3547,3129,3675,17124,247.980,0.300,0.131,3.210
ID1598564,1598564,317,1154.095,18.323,5.276,0,19.800,66,0.150,1,-10921639,3936.400,4028,3009,4425,19682,582.229,0.240,0.198,2.235
ID1598617,1598617,317,986.011,18.367,5.258,0,20.100,67,0.150,1,-10921639,3693.000,3783,3062,4096,18465,413.798,0.480,0.153,2.373
ID1598664,1598664,317,1243.176,18.307,5.272,0,20.400,68,0.150,1,-10921639,4218.800,4067,3666,4787,21094,535.003,0.476,0.204,2.674
ID1598717,1598717,317,1017.022,18.367,5.330,0,20.700,69,0.150,1,-10921639,3896.400,3836,3701,4202,19482,188.537,0.240,0.162,5.775
ID1598776,1598776,317,809.408,18.323,5.283,0,21.000,70,0.150,1,-10921639,3314.000,3194,3010,3669,16570,313.282,0.300,0.129,2.415
ID1598829,1598829,317,1089.475,18.309,5.297,0,21.300,71,0.150,1,-10921639,3670.600,3590,3344,4200,18353,324.772,0.473,0.183,3.496
ID1598886,1598886,317,853.470,18.321,5.529,0,21.600,72,0.150,1,-10921639,3708.800,3890,3203,4199,18544,420.881,0.240,0.158,2.398
ID1598931,1598931,317,1221.684,18.220,5.517,0,21.900,73,0.150,1,-10921639,3674.400,3517,3079,4414,18372,496.372,0.300,0.188,2.343
ID1598983,1598983,317,754.958,18.294,5.464,0,22.200,74,0.150,1,-10921639,3481.000,3545,3050,3833,17405,286.874,0.479,0.122,2.647
ID1599044,1599044,317,1048.198,18.282,5.532,0,22.500,75,0.150,1,-10921639,3715.600,3539,3280,4192,18578,427.251,0.300,0.158,2.376
ID1599094,1599094,317,642.718,18.282,5.548,0,22.800,76,0.150,1,-10921639,3121.200,3020,2974,3431,15606,197.190,0.300,0.112,3.182
ID1599150,1599150,317,877.345,18.255,5.464,0,23.100,77,0.150,1,-10921639,3748.000,3634,3173,4595,18740,550.420,0.240,0.170,1.975
ID1599260,1599260,317,619.972,18.247,5.617,0,23.400,78,0.150,1,-10921639,3284.400,3200,2741,3795,16422,410.474,0.240,0.110,1.590
ID1599210,1599210,317,741.201,18.327,5.462,0,23.700,79,0.150,1,-10921639,3309.000,3254,2953,3789,16545,325.901,0.479,0.114,2.082
ID1599318,1599318,317,1029.978,18.304,5.543,0,24.000,80,0.150,1,-10921639,3538.800,3602,2965,3887,17694,342.426,0.480,0.142,2.564
ID1599438,1599438,317,734.674,18.345,5.407,0,24.300,81,0.150,1,-10921639,3201.400,3028,2828,3737,16007,417.090,0.300,0.131,1.782
ID1599376,1599376,317,941.548,18.301,5.416,0,24.600,82,0.150,1,-10921639,3503.800,3296,3108,3961,17519,390.293,0.300,0.181,2.752
ID1599483,1599483,317,1019.382,18.385,5.431,0,24.900,83,0.150,1,-10921639,3728.600,3771,3496,3936,18643,185.919,0.240,0.156,5.402
ID1599577,1599577,317,987.537,18.301,5.410,0,25.200,84,0.150,1,-10921639,3585.400,3542,3367,3937,17927,221.064,0.240,0.151,4.267
ID1599531,1599531,317,1144.600,18.309,5.419,0,25.500,85,0.150,1,-10921639,4133.200,4061,3738,4963,20666,500.539,0.240,0.204,2.802
ID1599678,1599678,317,702.368,18.285,5.421,0,25.800,86,0.150,1,-10921639,3414.800,3531,2959,3810,17074,386.259,0.240,0.162,2.463
ID1599630,1599630,317,1304.662,18.310,5.418,0,26.100,87,0.150,1,-10921639,3855.800,3704,3438,4377,19279,394.580,0.300,0.207,3.352
ID1599726,1599726,317,1092.235,18.263,5.443,0,26.400,88,0.150,1,-10921639,3964.200,4064,3315,4284,19821,386.519,0.480,0.180,3.123
ID1598206,1598206,318,1228.532,4.453,5.914,0,18.000,60,0.150,1,-10921639,4201.000,4194,3315,5025,21005,694.985,0.240,0.239,2.333
ID1598311,1598311,318,1371.128,4.442,5.839,0,18.300,61,0.150,1,-10921639,4192.000,3794,3728,5048,20960,615.807,0.240,0.212,2.377
ID1598363,1598363,318,1179.790,4.430,5.892,0,18.600,62,0.150,1,-10921639,3907.800,4116,2944,4879,19539,731.170,0.477,0.204,1.813
ID1598418,1598418,318,1060.951,4.449,5.851,0,18.900,63,0.150,1,-10921639,3419.600,3346,3234,3619,17098,164.037,0.240,0.164,5.888
ID1598472,1598472,318,811.192,4.443,5.837,0,19.200,64,0.150,1,-10921639,3322.200,3045,2940,4171,16611,521.734,0.300,0.131,1.476
ID1598524,1598524,318,1224.282,4.458,5.882,0,19.500,65,0.150,1,-10921639,3835.400,4081,3328,4139,19177,387.674,0.240,0.205,3.373
ID1598567,1598567,318,1694.342,4.434,5.898,0,19.800,66,0.150,1,-10921639,3841.600,4244,2836,4324,19208,654.647,0.240,0.204,1.992
ID1598621,1598621,318,1192.032,4.472,5.899,0,20.100,67,0.150,1,-10921639,4026.600,3821,3452,4752,20133,557.064,0.240,0.223,2.636
ID1598669,1598669,318,1101.770,4.446,5.850,0,20.400,68,0.150,1,-10921639,3698.600,3732,3348,3979,18493,255.176,0.240,0.186,4.552
ID1598720,1598720,318,757.547,4.428,5.851,0,20.700,69,0.150,1,-10921639,3322.600,3229,3162,3676,16613,217.375,0.240,0.140,3.765
ID1598780,1598780,318,633.546,4.440,5.933,0,21.000,70,0.150,1,-10921639,3100.800,3051,2311,3781,15504,535.059,0.240,0.109,1.143
ID1598834,1598834,318,984.243,4.474,5.887,0,21.300,71,0.150,1,-10921639,3482.800,3533,3114,3780,17414,243.723,0.475,0.132,3.334
ID1598890,1598890,318,1043.209,4.419,5.876,0,21.600,72,0.150,1,-10921639,3654.000,3558,3424,4070,18270,270.958,0.240,0.178,4.077
ID1598933,1598933,318,776.398,4.434,5.889,0,21.900,73,0.150,1,-10921639,3490.000,3353,2809,4187,17450,540.769,0.240,0.159,1.772
ID1598225,1598225,319,1119.265,8.467,11.606,0,18.000,60,0.150,1,-10921639,3398.600,3609,2593,3899,16993,540.203,0.240,0.168,1.809
ID1598328,1598328,319,759.569,8.381,11.561,0,18.300,61,0.150,1,-10921639,3147.000,3107,2774,3490,15735,268.643,0.300,0.130,2.701
ID1598194,1598194,320,597.937,16.160,2.630,0,18.000,60,0.150,1,-10921639,2973.000,2998,2726,3233,14865,198.623,0.300,0.105,2.845
ID1598303,1598303,320,858.413,16.115,2.656,0,18.300,61,0.150,1,-10921639,3314.800,3426,2569,3656,16574,430.223,0.240,0.153,2.048
ID1598461,1598461,320,587.067,15.766,2.958,0,19.200,64,0.150,1,-10921639,3378.800,3495,2681,4177,16894,571.225,0.240,0.114,1.213
ID1598511,1598511,320,655.080,15.757,3.240,0,19.500,65,0.150,1,-10921639,3513.800,3558,3057,4002,17569,341.544,0.484,0.104,1.931
ID1598189,1598189,321,780.849,19.043,1.839,0,18.000,60,0.150,1,-10921639,3516.000,3668,2659,3999,17580,531.443,0.240,0.138,1.609
ID1598299,1598299,321,744.052,19.183,1.893,0,18.300,61,0.150,1,-10921639,3245.600,3170,3116,3431,16228,134.530,0.455,0.120,5.151
ID1598700,1598700,321,1359.504,19.433,2.049,0,20.700,69,0.150,1,-10921639,3851.800,3837,3137,4800,19259,638.004,0.300,0.160,1.668
ID1598760,1598760,321,1583.496,19.571,2.226,0,21.000,70,0.150,1,-10921639,4266.400,4444,3617,4678,21332,476.049,0.300,0.216,3.190
ID1599299,1599299,321,539.391,19.509,2.464,0,24.000,80,0.150,1,-10921639,3103.600,3102,2725,3363,15518,253.814,0.240,0.089,2.000
ID1599423,1599423,321,528.963,19.415,2.674,0,24.300,81,0.150,1,-10921639,3022.600,3010,2908,3167,15113,95.660,0.467,0.063,3.773
ID1599362,1599362,321,852.818,19.620,2.849,0,24.600,82,0.150,1,-10921639,3082.600,3106,2728,3364,15413,227.791,0.300,0.121,2.915
ID1599470,1599470,321,501.779,19.617,2.650,0,24.900,83,0.150,1,-10921639,3187.600,2923,2583,3791,15938,556.568,0.300,0.089,0.935
ID1598209,1598209,322,733.750,2.586,6.447,0,18.000,60,0.150,1,-10921639,3242.200,3270,3003,3514,16211,190.956,0.479,0.129,3.887
ID1598315,1598315,322,1742.229,2.649,6.465,0,18.300,61,0.150,1,-10921639,4713.000,4866,3907,5195,23565,544.117,0.240,0.264,3.617
ID1598368,1598368,322,1774.093,2.612,6.461,0,18.600,62,0.150,1,-10921639,4657.400,4744,3874,5261,23287,552.515,0.240,0.256,3.439
ID1598424,1598424,322,1863.806,2.571,6.448,0,18.900,63,0.150,1,-10921639,4520.000,4623,3599,5222,22600,590.401,0.240,0.258,3.141
ID1598212,1598212,323,577.827,15.682,6.836,0,18.000,60,0.150,1,-10921639,3054.000,3163,2737,3361,15270,280.639,0.300,0.078,1.574
ID1598320,1598320,323,630.154,15.846,6.997,0,18.300,61,0.150,1,-10921639,3113.000,3047,2862,3540,15565,269.043,0.240,0.104,2.182
ID1598245,1598245,324,841.329,9.939,0.446,0,17.700,59,0.150,1,-10921639,3614.800,3688,3299,3942,18074,282.104,0.479,0.161,3.550
ID1598182,1598182,324,663.466,9.872,0.537,0,18.000,60,0.150,1,-10921639,3190.200,2956,2697,3933,15951,568.486,0.300,0.112,1.130
ID1598293,1598293,324,767.167,9.768,0.637,0,18.300,61,0.150,1,-10921639,3391.400,3413,2709,4076,16957,484.153,0.240,0.131,1.621
ID1598503,1598503,324,637.604,9.933,0.954,0,19.500,65,0.150,1,-10921639,3185.400,3200,2748,3538,15927,310.807,0.477,0.105,1.941
ID1598551,1598551,324,835.863,9.846,0.892,0,19.800,66,0.150,1,-10921639,3379.800,3450,2588,4081,16899,540.135,0.240,0.115,1.290
ID1598283,1598283,325,1205.615,6.886,13.391,0,17.700,59,0.150,1,-10921639,3894.200,4107,3150,4305,19471,486.982,0.240,0.179,2.425
ID1598233,1598233,325,527.957,6.848,13.364,0,18.000,60,0.150,1,-10921639,3263.400,3202,3014,3573,16317,207.137,0.240,0.093,2.677
ID1598390,1598390,325,637.367,6.970,13.271,0,18.600,62,0.150,1,-10921639,2805.000,2887,2354,3067,14025,269.261,0.478,0.108,2.029
ID1598438,1598438,325,688.024,6.825,13.281,0,18.900,63,0.150,1,-10921639,2998.000,3027,2814,3268,14990,185.285,0.300,0.117,3.384
ID1598637,1598637,325,530.759,6.781,13.223,0,20.100,67,0.150,1,-10921639,2729.200,2754,2531,2916,13646,149.585,0.300,0.089,2.968
ID1598690,1598690,325,656.914,6.957,13.329,0,20.400,68,0.150,1,-10921639,3092.800,2987,2666,3722,15464,423.209,0.475,0.132,1.701
ID1598746,1598746,325,563.243,7.081,13.323,0,20.700,69,0.150,1,-10921639,3279.200,3080,2675,4218,16396,593.309,0.240,0.150,1.444
ID1598806,1598806,325,1249.877,7.027,13.243,0,21.000,70,0.150,1,-10921639,3658.400,3643,3041,4114,18292,448.091,0.300,0.170,2.369
ID1598857,1598857,325,555.020,7.008,13.383,0,21.300,71,0.150,1,-10921639,3352.200,3303,3027,3728,16761,283.383,0.240,0.105,2.247
ID1598907,1598907,325,538.400,7.009,13.318,0,21.600,72,0.150,1,-10921639,3032.200,3099,2743,3252,15161,203.678,0.240,0.097,2.640
ID1598255,1598255,326,973.169,18.747,2.379,0,17.700,59,0.150,1,-10921639,3842.600,3598,3252,4711,19213,575.956,0.240,0.161,1.854
ID1598193,1598193,326,1198.812,18.739,2.595,0,18.000,60,0.150,1,-10921639,3938.400,4018,2944,4478,19692,603.733,0.240,0.165,1.851
ID1598244,1598244,327,805.276,5.096,0.246,0,17.700,59,0.150,1,-10921639,3340.000,3272,3029,3697,16700,260.052,0.475,0.125,2.855
ID1598181,1598181,327,919.455,5.342,0.291,0,18.000,60,0.150,1,-10921639,3427.800,3409,3240,3711,17139,174.025,0.240,0.145,4.996
ID1598296,1598296,328,982.146,15.273,0.965,0,18.300,61,0.150,1,-10921639,3493.000,3488,2971,4260,17465,494.418,0.300,0.153,1.875
ID1598341,1598341,328,1301.947,15.251,0.922,0,18.600,62,0.150,1,-10921639,3897.600,4110,3441,4126,19488,314.386,0.240,0.211,4.326
ID1598400,1598400,328,1261.299,15.202,0.930,0,18.900,63,0.150,1,-10921639,3987.600,4220,2950,4499,19938,605.052,0.240,0.203,2.223
ID1598455,1598455,328,1609.169,15.171,0.973,0,19.200,64,0.150,1,-10921639,4214.400,4223,3708,4778,21072,480.868,0.240,0.233,3.315
ID1598504,1598504,328,2039.584,15.200,0.958,0,19.500,65,0.150,1,-10921639,4817.200,4585,4204,5497,24086,611.891,0.300,0.240,3.049
ID1598552,1598552,328,2101.432,15.173,1.030,0,19.800,66,0.150,1,-10921639,4831.600,4662,4309,5539,24158,470.110,0.240,0.244,4.035
ID1598602,1598602,328,1655.128,15.197,0.937,0,20.100,67,0.150,1,-10921639,4973.800,5111,4181,5717,24869,691.301,0.240,0.262,2.992
